vol,db
0.36989206075668335,-8.638500213623047 
0.3536171019077301,-9.029335021972656 
0.3378223180770874,-9.426233291625977 
0.3221774101257324,-9.838098526000977 
0.3068682551383972,-10.260961532592773 
0.2920657992362976,-10.690385818481445 
0.27745965123176575,-11.136003494262695 
0.2633742690086365,-11.588533401489258 
0.24951313436031342,-12.05813217163086 
0.2361832857131958,-12.535017013549805 
0.22310319542884827,-13.029884338378906 
0.21042712032794952,-13.537965774536133 
0.2102930098772049,-13.543502807617188 
0.2101590484380722,-13.54903793334961 
0.21042712032794952,-13.537965774536133 
0.2102930098772049,-13.543502807617188 
0.2101590484380722,-13.54903793334961 
0.21042712032794952,-13.537965774536133 
0.2102930098772049,-13.543502807617188 
0.2101590484380722,-13.54903793334961 
0.21042712032794952,-13.537965774536133 
0.2102930098772049,-13.543502807617188 
